Time (s),error_lateral,error_vertical,error_forward,real_forward_error
6.6015520095825195,-198.3505859375,0.042609695239983474,-5.77346550360322,-4.838293376053528
6.699239015579224,-198.3505859375,0.05100604330837362,-5.774359726044545,-4.8120779379411935
6.800672769546509,-135.23092651367188,0.090609802477846,-5.77486283275338,-4.7579720682552935
6.899402856826782,-60.5528564453125,0.09123420554890796,-5.756935476625312,-4.703232801862413
6.999217987060547,-14.69451904296875,0.06199728583309398,-5.733908228187554,-4.621683697239707
7.1006104946136475,28.53887939453125,0.03279161360489838,-5.733908228187554,-4.537636297522974
7.199609756469727,18.626495361328125,0.022195481080961737,-5.702788610267897,-4.425192163458922
7.299353122711182,18.626495361328125,0.002718628483282926,-5.657336660607046,-4.297933639414573
7.3991241455078125,-4.42626953125,0.004235638578875349,-5.657460059909055,-4.150037399483003
7.4990081787109375,-25.30987548828125,0.023111061675086593,-5.657431104911227,-4.073536373536905
7.599919557571411,-25.30987548828125,0.021115594969547083,-5.657431104911227,-3.992177868009538
7.700548887252808,-5.28106689453125,0.029634648807342203,-5.657431104911227,-3.8146206532374904
7.798954010009766,35.7559814453125,0.22121856220338137,-2.6355920573608245,-3.687197792075772
7.899091958999634,35.7559814453125,0.21907073464409196,-2.426484892886473,-3.6090988677636986
7.999284267425537,71.70205688476562,0.18859676631076774,-2.426484892886473,-3.368850881974504
8.10157823562622,87.45648193359375,0.17017849461919055,-2.494956857094578,-3.112581761340524
8.199525594711304,87.45648193359375,0.13100205701249837,-2.5325973607964625,-2.860157849273941
8.2988862991333,77.84513854980469,0.1666285843734994,-2.457451843419446,-2.8356569899050297
8.43531584739685,77.84513854980469,0.13176792512492178,-2.457451843419446,-2.623883529294709
8.49960446357727,50.03802490234375,0.06089645370079161,-2.457451843419446,-2.3913000836418044
8.599470376968384,42.968536376953125,0.08044869339416119,-2.320524350243852,-2.12459309877334
8.699603796005249,42.968536376953125,0.0857199019966576,-1.979127632431826,-2.0969390979136313
8.802260875701904,42.968536376953125,0.08407695785540699,-1.979127632431826,-1.8461671722959725
8.90012502670288,48.96221160888672,0.04010479198225961,-1.897905930189343,-1.8168739465386237
8.999809980392456,48.96221160888672,0.038493395148010916,-1.897905930189343,-1.5398089063751144
9.101243495941162,55.45301055908203,-0.005762394482313281,-1.7305776225612455,-1.212021017150775
9.198837518692017,38.43023681640625,-0.00732596677148106,-1.52682960450384,-0.9087043581986531
9.299091100692749,8.22467041015625,-0.08204660779641286,-1.52682960450384,-0.5873567673210713
9.400032758712769,-16.310791015625,-0.14760766812771658,-1.2878066174308929,-0.27910115172488403
9.499071836471558,-16.310791015625,-0.33643709290087376,-0.6343914335592711,0.03980411622860025
9.598833084106445,-2.1553955078125,-0.35008248086346944,-0.10143809208942578,0.3466536324281311
9.713006258010864,36.09307861328125,-0.7381321648543252,0.3815498601822558,0.63894763898357
9.799590110778809,67.66061401367188,-0.9895078751841012,0.5345650189074913,0.8946339612083714
9.899630308151245,59.4566650390625,-0.7057173851622054,0.5345650189074913,1.1315073912458855
10.0016930103302,29.84112548828125,-0.3492253512223242,0.6876222409099491,1.3841528935967542
10.101219415664673,29.84112548828125,-0.35172025578999755,0.7532101676897467,1.5607519137524202
10.198921918869019,13.7945556640625,0.33361467593775634,0.7377338104094466,1.7068405652274423
10.299061059951782,28.5489501953125,0.5014165232261105,0.7333315010139936,1.8053294004004732
10.39920687675476,26.796539306640625,0.33127949939785006,0.8070930178604927,1.927411499031428
10.498962163925171,23.1773681640625,0.2195261122173119,0.8070930178604927,1.946197700385472
10.599008560180664,23.1773681640625,0.44205324957533,0.8460499362707123,2.0151707808847075
10.699578285217285,10.912933349609375,0.579426904982359,0.8460499362707123,2.0572973620447836
10.8008713722229,4.58502197265625,0.33710981199190343,0.8460499362707123,2.0683784513370043
10.898903608322144,4.58502197265625,0.45730108681111137,0.976824991106036,2.0748036828627754
10.999421834945679,4.58502197265625,0.6082206256378938,0.976824991106036,2.081709798458043
11.099392652511597,-3.6339111328125,0.43354640752516815,1.3071145520597307,2.094978595737036
