Time (s),error_lateral,error_vertical,error_forward,real_forward_error
0.0005562305450439453,205.67825317382812,0.850972218047907,1.4330859345801379,1.040904683090595
0.10069036483764648,208.76470947265625,0.8026323620208398,1.5111909749306323,1.0569195765700812
0.19953656196594238,208.76470947265625,0.6610820040927459,1.5111909749306323,1.1052557736336288
0.30012941360473633,208.76470947265625,0.13770700592738855,1.5111909749306323,1.1558501320615742
0.3992350101470947,197.7450408935547,-0.1635976411949789,1.5352490328460373,1.1862626485697065
0.49933528900146484,172.629638671875,0.09181218089962509,1.5939749720074978,1.2155251668118483
0.6010777950286865,139.45574951171875,0.44290008788662966,1.8054820861839218,1.2553990107761068
0.6993231773376465,113.22674560546875,0.8196220238284423,2.0497955899685536,1.2611242464603327
0.7995626926422119,113.31118774414062,0.8229584834524064,2.104183099077045,1.224456656082121
0.9008629322052002,113.31118774414062,0.9546535436396429,2.104183099077045,1.1577805255210523
1.0003070831298828,138.13092041015625,0.9654126892776433,2.1340977653391855,1.0425791635047146
1.1009960174560547,169.86203384399414,0.9895147394802418,2.1360877230259696,0.9379991821064309
1.1996195316314697,159.89430236816406,0.7835954672464538,2.0603613495484376,0.8153119593175475
1.29970121383667,133.20782470703125,0.5076460927230864,2.06681726567073,0.7276199805363328
1.4000060558319092,133.20782470703125,0.5430413961781633,2.06681726567073,0.6716154677257395
1.5009665489196777,90.19502258300781,0.241458153938056,1.878899456518086,0.6397079104209502
1.5993602275848389,90.19502258300781,0.29658173247621766,1.878899456518086,0.527471612920043
1.6995537281036377,90.19502258300781,0.37054913969458037,1.878899456518086,0.3830336309613478
1.7996466159820557,68.98867797851562,0.1938650256560956,1.871908589179359,0.24430479298783325
1.8997371196746826,46.53862762451172,0.1111225095798798,1.9258609928693762,0.09355626294287944
1.999830722808838,12.9052734375,0.00925678100081843,1.908083913351395,-0.03433131568804759
2.09938383102417,17.938140869140625,-0.042369279001594116,1.8974607758746798,-0.047489099010152636
2.1991069316864014,17.938140869140625,-0.03599565134424158,1.8974607758746798,-0.1634209902641377
2.3003294467926025,38.1422119140625,-0.051582916159439274,1.7618501546978855,-0.3000034706051631
2.3991239070892334,38.1422119140625,-0.03507723231421547,1.7618501546978855,-0.3657616277513345
2.499530792236328,36.332672119140625,0.0016751324434430884,1.5411300140369564,-0.4060633949758383
2.599277973175049,36.332672119140625,0.10839013212215845,1.5411300140369564,-0.5065731434495797
2.7013306617736816,12.063140869140625,0.15344210961964003,1.397029680467491,-0.5744738266910394
2.800236463546753,-24.798095703125,0.10203712378847266,1.1351872068981939,-0.6296886336381187
2.9005656242370605,-50.06219482421875,-0.02099677820249617,0.8527839885027073,-0.6296886336381187
3.001417398452759,-50.06219482421875,0.04566996652636559,0.8527839885027073,-0.6687343016879113
3.0994760990142822,-47.99609375,0.10925668296001997,0.7543992119994365,-0.6681953420577127
3.200526475906372,-47.99609375,0.2971354925371262,0.6643479616898058,-0.6572462163037796
3.30238938331604,-19.432708740234375,0.19768926604706305,0.5913190277643636,-0.623552892972377
3.3990278244018555,-27.1209716796875,0.025449429741897324,0.5636504531322535,-0.5735076226388998
3.49922776222229,-54.510040283203125,-0.056078638938223756,0.30831406569749076,-0.5597993392957288
