env_step,error_vertical,error_forward,error_lateral
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.15131693993554213,-0.294953949733207,0.29577194213867186
16,0.2768240539167605,-0.20982220101351845,0.29577194213867186
17,0.21812898782472795,-0.18093125794874343,0.4007786560058594
18,0.5964148105033397,-0.18093125794874343,0.4007786560058594
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,-0.5434146477509761,0.0407384038185612,0.30725901285807294
25,-0.9066379248841666,0.10536037408834442,0.30725901285807294
26,-0.4946917478864521,0.10536037408834442,0.3150334676106771
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,-0.1281135539802319,-0.573144755873736,0.7032825215657552
42,-0.18735455701685833,-0.573144755873736,0.7633996073404948
43,-0.1090653803073475,-0.672523386611052,0.7633996073404948
44,-0.19429460861563932,-0.672523386611052,0.7154871622721354
45,0.0013638485981714264,-0.7570070351427983,0.7154871622721354
46,0.15109391236131042,-0.7570070351427983,0.7154871622721354
47,-0.12098578316912949,-0.7572170462312906,0.6988912200927735
48,-0.053353692708246976,-0.7572170462312906,0.6988912200927735
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,-0.4843179888809842,-0.7130665034274002,0.27877105712890626
54,-0.6682190205662417,-0.7281629235804644,0.27877105712890626
55,-0.7215673771802311,-0.7281629235804644,0.27877105712890626
56,-0.07790401800285401,-0.9327235475011207,0.22372416178385415
57,-0.012871144673319,-0.9327235475011207,0.22372416178385415
58,0.17882680093489076,-1.054603295082512,0.3322605387369792
59,0.2560114918865656,-1.054603295082512,0.3322605387369792
60,0.22373156307917264,-1.054603295082512,0.17700368245442707
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,-0.2223941009022974,-0.8721244964803673,0.5334638977050781
83,-0.21152399527366292,-0.8721244964803673,0.5334638977050781
84,-0.18626545656762242,-0.75646806759005,0.6097587585449219
85,-0.0705872722173974,-0.75646806759005,0.6097587585449219
86,-0.09630419368020482,-0.6496808197310063,0.7366356404622396
87,0.04192845058403862,-0.6496808197310063,0.7366356404622396
88,-0.23728868105660003,-0.6496808197310063,0.6993636576334635
89,-0.1703677952528588,-0.6496808197310063,0.6993636576334635
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,-0.5649717680602377,-0.7821912985163083,0.2227021280924479
96,-0.6912568074604315,-0.7704474258912434,0.2227021280924479
97,-0.40348838893877836,-0.7704474258912434,0.2831708780924479
98,-0.323752911450033,-0.7578329254368906,0.2831708780924479
99,-0.1679543948647262,-0.7578329254368906,0.39170496622721357
100,-0.0329000792066201,-0.7437525837839378,0.39170496622721357
101,-0.17193777833694354,-0.7437525837839378,0.4062225341796875
102,-0.08062480336321985,-0.7314393844214648,0.4062225341796875
103,-0.2688309584655298,-0.7314393844214648,0.36734832763671876
104,-0.2515807375311447,-0.7233187413615041,0.36734832763671876
105,-0.26307610073280147,-0.7233187413615041,0.36734832763671876
106,-0.28052243562147633,-0.8755123457390299,0.20041615804036458
107,-0.3143197204065248,-0.8755123457390299,0.20041615804036458
108,-0.24551705120016296,-0.999109653902698,0.01484893798828125
109,-0.268081892089324,-0.999109653902698,0.01484893798828125
110,-0.2066739326689814,-0.999109653902698,-0.13340108235677084
111,-0.22114218634886604,-0.9947071410378096,-0.13340108235677084
112,-0.17076386884672773,-0.9947071410378096,-0.19086751302083332
113,-0.199125179548095,-0.9291959903574977,-0.19086751302083332
114,-0.2023425559454204,-0.9291959903574977,-0.19086751302083332
