episode,env_step,train_step,ver_reward(avg100env),fwd_reward(avg100env),lat_reward(avg100env),ver_reward(episode),fwd_reward(episode),lat_reward(episode)
1,20200,7801,-0.1114,-0.1807,-0.0647,-0.2185,-1.1877,-0.0888
1,20300,7826,-0.0757,-0.9560,-0.0822,-0.2178,-1.1865,-0.0888
1,20400,7851,-0.0633,-0.5232,-0.0663,-0.2170,-1.1833,-0.0887
1,20500,7876,-0.0438,-1.6117,-0.0930,-0.2162,-1.1854,-0.0887
1,20600,7935,-0.0433,-0.4433,-0.0664,-0.2154,-1.1818,-0.0886
1,20700,7961,-0.0379,-0.1412,-0.0618,-0.2145,-1.1767,-0.0885
1,20800,7986,-0.0496,-0.1605,-0.0695,-0.2137,-1.1718,-0.0884
1,20900,8050,-0.0619,-0.7216,-0.0643,-0.2130,-1.1697,-0.0883
1,21000,8075,-0.0288,-0.1619,-0.0580,-0.2121,-1.1649,-0.0881
1,21100,8100,-0.0313,-0.0819,-0.0603,-0.2112,-1.1598,-0.0880
1,21200,8126,-0.1001,-1.0294,-0.0916,-0.2107,-1.1591,-0.0880
1,21300,8197,-0.0635,-1.5615,-0.1180,-0.2100,-1.1610,-0.0881
1,21400,8222,-0.0628,-0.5282,-0.0535,-0.2093,-1.1581,-0.0880
1,21500,8247,-0.0290,-0.6903,-0.0760,-0.2085,-1.1559,-0.0879
1,21600,8315,-0.0750,-1.7325,-0.0921,-0.2079,-1.1586,-0.0879
1,21700,8340,-0.0469,-0.7180,-0.0733,-0.2071,-1.1565,-0.0879
1,21800,8365,-0.0728,-0.0519,-0.0558,-0.2065,-1.1515,-0.0877
1,21900,8390,-0.0342,-0.6174,-0.0660,-0.2057,-1.1490,-0.0876
1,22000,8415,-0.0458,-0.0382,-0.0685,-0.2050,-1.1440,-0.0875
1,22100,8445,-0.0456,-0.9020,-0.0729,-0.2043,-1.1429,-0.0875
1,22200,8472,-0.0441,-0.8881,-0.0595,-0.2036,-1.1417,-0.0874
1,22300,8496,-0.0691,-0.1218,-0.0714,-0.2030,-1.1372,-0.0873
1,22400,8522,-0.0445,-0.1232,-0.0580,-0.2023,-1.1326,-0.0871
1,22500,8547,-0.0493,-0.1179,-0.0754,-0.2016,-1.1281,-0.0871
1,22600,8572,-0.0498,-0.1008,-0.0584,-0.2009,-1.1236,-0.0870
1,22700,8597,-0.0348,-0.7177,-0.0615,-0.2002,-1.1218,-0.0869
1,22800,8622,-0.0719,-1.3980,-0.0793,-0.1996,-1.1230,-0.0868
1,22900,8690,-0.0518,-1.6692,-0.1428,-0.1990,-1.1254,-0.0871
1,23000,8714,-0.0343,-1.3990,-0.0565,-0.1983,-1.1266,-0.0869
1,23100,8740,-0.0472,-0.4666,-0.0517,-0.1976,-1.1237,-0.0868
1,23200,8765,-0.0745,-0.2451,-0.0625,-0.1971,-1.1199,-0.0867
1,23300,8790,-0.1379,-0.1937,-0.0709,-0.1968,-1.1160,-0.0866
1,23400,8815,-0.0677,-0.8832,-0.0563,-0.1963,-1.1150,-0.0865
1,23500,8840,-0.1589,-0.5318,-0.0654,-0.1961,-1.1125,-0.0864
1,23600,8865,-0.0627,-0.2027,-0.0664,-0.1955,-1.1086,-0.0863
1,23700,8890,-0.0610,-0.5453,-0.0623,-0.1950,-1.1062,-0.0862
1,23800,8915,-0.0748,-1.4554,-0.0566,-0.1945,-1.1077,-0.0861
1,23900,8939,-0.1210,-1.5884,-0.0640,-0.1942,-1.1097,-0.0860
