episode,env_step,train_step,ver_reward(avg100env),fwd_reward(avg100env),lat_reward(avg100env),ver_reward(episode),fwd_reward(episode),lat_reward(episode)
1,22100,6762,-0.0629,-0.5189,-0.0493,-0.2021,-0.6307,-0.1546
1,22200,6788,-0.0349,-0.0673,-0.0620,-0.2014,-0.6282,-0.1542
1,22300,6813,-0.0452,-0.0446,-0.0592,-0.2007,-0.6255,-0.1537
1,22400,6838,-0.0316,-0.0258,-0.0660,-0.1999,-0.6229,-0.1534
1,22500,6863,-0.0534,-0.0292,-0.0543,-0.1993,-0.6202,-0.1529
1,22600,6888,-0.0445,-0.0708,-0.0440,-0.1986,-0.6178,-0.1524
1,22700,6912,-0.0727,-0.0391,-0.0876,-0.1980,-0.6152,-0.1521
1,22800,6938,-0.0782,-0.0839,-0.0857,-0.1975,-0.6129,-0.1519
1,22900,6963,-0.0396,-0.0933,-0.0594,-0.1968,-0.6106,-0.1515
1,23000,6988,-0.0552,-0.0779,-0.0297,-0.1962,-0.6083,-0.1509
1,23100,7013,-0.0521,-0.0765,-0.0207,-0.1956,-0.6060,-0.1504
1,23200,7038,-0.0327,-0.0325,-0.0506,-0.1949,-0.6036,-0.1499
1,23300,7063,-0.0323,-0.0328,-0.0663,-0.1942,-0.6011,-0.1496
1,23400,7088,-0.0597,-0.1074,-0.0635,-0.1936,-0.5990,-0.1492
1,23500,7113,-0.0866,-0.0749,-0.0377,-0.1932,-0.5968,-0.1487
1,23600,7138,-0.0729,-0.2253,-0.0480,-0.1926,-0.5952,-0.1483
1,23700,7163,-0.0353,-0.0205,-0.0509,-0.1920,-0.5928,-0.1479
1,23800,7188,-0.0398,-0.0603,-0.0485,-0.1913,-0.5905,-0.1475
1,23900,7213,-0.0419,-0.0622,-0.0594,-0.1907,-0.5883,-0.1471
1,24000,7238,-0.0374,-0.0890,-0.0502,-0.1901,-0.5862,-0.1467
1,24100,7262,-0.0364,-0.0551,-0.0712,-0.1894,-0.5840,-0.1464
1,24200,7287,-0.0383,-0.0523,-0.0503,-0.1888,-0.5818,-0.1460
1,24300,7313,-0.0382,-0.0805,-0.0617,-0.1882,-0.5798,-0.1456
1,24400,7338,-0.0623,-0.0648,-0.0610,-0.1877,-0.5777,-0.1453
1,24500,7363,-0.0351,-0.0349,-0.0529,-0.1871,-0.5754,-0.1449
1,24600,7388,-0.0201,-0.0855,-0.0544,-0.1864,-0.5735,-0.1446
1,24700,7412,-0.0459,-0.0679,-0.0807,-0.1858,-0.5714,-0.1443
1,24800,7438,-0.0334,-0.1557,-0.0667,-0.1852,-0.5697,-0.1440
1,24900,7463,-0.0259,-0.0738,-0.0546,-0.1846,-0.5677,-0.1436
1,25000,7488,-0.0347,-0.1300,-0.0710,-0.1840,-0.5660,-0.1433
1,25100,7512,-0.0428,-0.1019,-0.0621,-0.1834,-0.5641,-0.1430
1,25200,7538,-0.0620,-0.0639,-0.0498,-0.1829,-0.5622,-0.1426
1,25300,7563,-0.0253,-0.0806,-0.0598,-0.1823,-0.5603,-0.1423
1,25400,7587,-0.0609,-0.0769,-0.0221,-0.1818,-0.5583,-0.1418
1,25500,7613,-0.0359,-0.1210,-0.0297,-0.1812,-0.5566,-0.1414
1,25600,7638,-0.0505,-0.1609,-0.0420,-0.1807,-0.5551,-0.1410
1,25700,7663,-0.0301,-0.0946,-0.0332,-0.1801,-0.5533,-0.1406
1,25800,7688,-0.0574,-0.3510,-0.0694,-0.1797,-0.5525,-0.1403
1,25900,7713,-0.0480,-0.0776,-0.0419,-0.1792,-0.5507,-0.1399
1,26000,7738,-0.0386,-0.0606,-0.0444,-0.1786,-0.5488,-0.1396
1,26100,7763,-0.1078,-0.1651,-0.0454,-0.1783,-0.5473,-0.1392
1,26200,7788,-0.0408,-0.0416,-0.0594,-0.1778,-0.5454,-0.1389
1,26300,7813,-0.0477,-0.0764,-0.0742,-0.1773,-0.5436,-0.1387
1,26400,7838,-0.0380,-0.1264,-0.0631,-0.1768,-0.5420,-0.1384
1,26500,7863,-0.0337,-0.0456,-0.0728,-0.1763,-0.5402,-0.1381
1,26600,7887,-0.0445,-0.1256,-0.0644,-0.1758,-0.5386,-0.1378
1,26700,7913,-0.0487,-0.1026,-0.0304,-0.1753,-0.5370,-0.1374
1,26800,7938,-0.0513,-0.0657,-0.0241,-0.1748,-0.5352,-0.1370
1,26900,7963,-0.0266,-0.0791,-0.0423,-0.1743,-0.5335,-0.1367
1,27000,7988,-0.0334,-0.0611,-0.0548,-0.1737,-0.5318,-0.1364
1,27100,8013,-0.0459,-0.2291,-0.0642,-0.1733,-0.5306,-0.1361
1,27200,8037,-0.0427,-0.1181,-0.0626,-0.1728,-0.5291,-0.1358
1,27300,8063,-0.0290,-0.0362,-0.0127,-0.1723,-0.5273,-0.1354
1,27400,8087,-0.0384,-0.0615,-0.0181,-0.1718,-0.5256,-0.1349
1,27500,8112,-0.0222,-0.0276,-0.0393,-0.1712,-0.5238,-0.1346
1,27600,8137,-0.0324,-0.0626,-0.0675,-0.1707,-0.5221,-0.1344
1,27700,8163,-0.0353,-0.0302,-0.0542,-0.1702,-0.5204,-0.1341
1,27800,8188,-0.0201,-0.0591,-0.0333,-0.1697,-0.5187,-0.1337
1,27900,8212,-0.0309,-0.0512,-0.0242,-0.1692,-0.5170,-0.1333
1,28000,8238,-0.0282,-0.0972,-0.0389,-0.1687,-0.5155,-0.1330
1,28100,8262,-0.0457,-0.2595,-0.0090,-0.1683,-0.5146,-0.1325
1,28200,8287,-0.0255,-0.0513,-0.0374,-0.1678,-0.5130,-0.1322
1,28300,8312,-0.0484,-0.0973,-0.0185,-0.1673,-0.5115,-0.1318
1,28400,8338,-0.0387,-0.0910,-0.0336,-0.1669,-0.5100,-0.1314
1,28500,8363,-0.0263,-0.0685,-0.0374,-0.1664,-0.5085,-0.1311
1,28600,8388,-0.0441,-0.0949,-0.0594,-0.1660,-0.5070,-0.1309
1,28700,8413,-0.0514,-0.1381,-0.0449,-0.1656,-0.5057,-0.1306
1,28800,8437,-0.0556,-0.0827,-0.0344,-0.1652,-0.5043,-0.1302
1,28900,8463,-0.0405,-0.1244,-0.0600,-0.1648,-0.5030,-0.1300
1,29000,8488,-0.0229,-0.0599,-0.0354,-0.1643,-0.5014,-0.1297
1,29100,8513,-0.0460,-0.0617,-0.0521,-0.1639,-0.4999,-0.1294
1,29200,8538,-0.0371,-0.0595,-0.0646,-0.1634,-0.4984,-0.1292
1,29300,8563,-0.0532,-0.0530,-0.0620,-0.1630,-0.4969,-0.1289
1,29400,8588,-0.0408,-0.0523,-0.0651,-0.1626,-0.4954,-0.1287
1,29500,8613,-0.0943,-0.2039,-0.0458,-0.1624,-0.4944,-0.1284
1,29600,8637,-0.0695,-0.0633,-0.0313,-0.1621,-0.4929,-0.1281
1,29700,8662,-0.0507,-0.0938,-0.0484,-0.1617,-0.4916,-0.1279
1,29800,8688,-0.0338,-0.0834,-0.0469,-0.1613,-0.4902,-0.1276
1,29900,8713,-0.0405,-0.0636,-0.0470,-0.1609,-0.4888,-0.1273
1,30000,8738,-0.0603,-0.0415,-0.0370,-0.1605,-0.4873,-0.1270
1,30100,8762,-0.0824,-0.0854,-0.0166,-0.1603,-0.4860,-0.1266
1,30200,8788,-0.0826,-0.1334,-0.0264,-0.1600,-0.4848,-0.1263
1,30300,8813,-0.1203,-0.0597,-0.0419,-0.1599,-0.4834,-0.1260
1,30400,8838,-0.0382,-0.0403,-0.0604,-0.1595,-0.4819,-0.1258
1,30500,8863,-0.0487,-0.0431,-0.0613,-0.1591,-0.4805,-0.1256
1,30600,8888,-0.2412,-0.0823,-0.0779,-0.1594,-0.4792,-0.1254
1,30700,8913,-0.0853,-0.0343,-0.0418,-0.1592,-0.4778,-0.1252
